BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201811,29,1100,201811,29,1500,132473,793357,CALIFORNIA,6,2018,November,Debris Flow,C,65,RIVERSIDE,SGX,11/29/2018 11:00,PST-8,11/29/2018 15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain / Burn Area,,,,,,,,,4,SW,ARCILLA,4,WSW,ARCILLA,33.745,-117.5127,33.7472,-117.5105,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Riverside County Emergency Management reported water and rocks in the road near Temescal Canyon.,CSV
201811,29,900,201811,29,1000,132473,793358,CALIFORNIA,6,2018,November,High Wind,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,11/29/2018 9:00,PST-8,11/29/2018 10:00,0,0,0,0,0.00K,0.00K,Mesonet,55,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Burns Canyon mesonet reported a peak wind gust of 54 knots between 0900 and 1000 PST on November 29th.,CSV
201811,29,100,201811,29,200,132473,793359,CALIFORNIA,6,2018,November,High Wind,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,11/29/2018 1:00,PST-8,11/29/2018 2:00,0,0,0,0,0.00K,0.00K,Mesonet,61,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Mormon Rock Mesonet reported a peak wind gust of 61 knots between 0100 and 0200 PST on November 29th.,CSV
201811,21,1950,201811,22,1553,132748,794251,CALIFORNIA,6,2018,November,Heavy Rain,C,17,EL DORADO,REV,11/21/2018 19:50,PST-8,11/22/2018 15:53,0,0,0,0,,,ASOS,,,,,,,,,,,,0,ESE,LAKE TAHOE ARPT,0,ESE,LAKE TAHOE ARPT,38.8981,-119.995,38.8981,-119.995,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.","ASOS Station KTVL, South Lake Tahoe Airport, reported 0.81 inches of heavy rain from 21 November 1950PST to 22 November 1553PST.",CSV
201811,21,1000,201811,22,700,132748,794255,CALIFORNIA,6,2018,November,Heavy Rain,C,17,EL DORADO,REV,11/21/2018 10:00,PST-8,11/22/2018 7:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,1,S,POMINS,1,S,POMINS,39.0599,-120.1299,39.0599,-120.1299,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.","CO-OP Observer TAAC1, Tahoma, reported 0.87 inches of heavy rain from 21 November 1000PST to 22 November 0700PST.",CSV
201811,21,800,201811,22,800,132748,794260,CALIFORNIA,6,2018,November,Heavy Rain,C,63,PLUMAS,REV,11/21/2018 8:00,PST-8,11/22/2018 8:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,1,N,PORTOLA,1,N,PORTOLA,39.8101,-120.4699,39.8101,-120.4699,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.","CO-OP Observer PRAC1, Portola, reported 0.92 inches of heavy rain in a 24-hour period from 21 November 0800PST to 22 November 0800PST.",CSV
201811,21,700,201811,23,700,132748,794276,CALIFORNIA,6,2018,November,Heavy Snow,Z,73,MONO,REV,11/21/2018 7:00,PST-8,11/23/2018 7:00,0,0,0,0,,,Public,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",Mammoth Mountain Ski Resort reported 23 inches of snowfall at an elevation of 11083 feet MSL and 15 inches of snowfall at an elevation of 8900 feet MSL in a 48-hour period from 21 November 0700PST to 23 November 0700PST.,CSV
201811,21,730,201811,22,730,132748,794278,CALIFORNIA,6,2018,November,Heavy Snow,Z,73,MONO,REV,11/21/2018 7:30,PST-8,11/22/2018 7:30,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",A trained weather spotter 6 miles west-northwest of Bridgeport reported 11 inches of heavy wet snow in a 24-hour period from 21 November 0730PST to 22 November 0730PST at an elevation of 7369 feet MSL.,CSV
201811,21,700,201811,22,732,132748,794280,CALIFORNIA,6,2018,November,Heavy Snow,Z,73,MONO,REV,11/21/2018 7:00,PST-8,11/22/2018 7:32,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.","CO-OP Observer BDEC1, Bodie, reported 10 inches of snowfall from 21 November 0700PST to 22 November 0732PST at an elevation of 8432 feet MSL.",CSV
201811,21,700,201811,23,700,132748,794281,CALIFORNIA,6,2018,November,Heavy Snow,Z,72,GREATER LAKE TAHOE AREA,REV,11/21/2018 7:00,PST-8,11/23/2018 7:00,0,0,0,0,,,Public,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",Squaw Valley Ski Resort reported 18 inches of snowfall in a 48-hour period from 21 November 0700PST to 23 November 0700PST at an elevation of 8000 feet MSL.,CSV
201811,25,700,201811,25,905,131547,786897,CALIFORNIA,6,2018,November,Dense Fog,Z,91,SW S.J. VALLEY,HNX,11/25/2018 7:00,PST-8,11/25/2018 9:05,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Skies cleared out over much of the San Joaquin Valley between during the evening of November 24 and the early morning hours of November 25 as high pressure build inland into central California. With recent rainfall and diminished winds fog formed toward daybreak over the San Joaquin Valley except for the far south end where upslope clouds persisted. Areas of dense fog with visibility between an eighth and a quarter mile were prevalent for a few hours in the morning across much of the valley between 700 am and 930 am. By 1000 am most of the fog had lifted into stratus and later burned off.,Visibility below a quarter mile was reported in Hanford and Lemoore.,CSV
201811,25,705,201811,25,1005,131547,786898,CALIFORNIA,6,2018,November,Dense Fog,Z,92,SE S.J. VALLEY,HNX,11/25/2018 7:05,PST-8,11/25/2018 10:05,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Skies cleared out over much of the San Joaquin Valley between during the evening of November 24 and the early morning hours of November 25 as high pressure build inland into central California. With recent rainfall and diminished winds fog formed toward daybreak over the San Joaquin Valley except for the far south end where upslope clouds persisted. Areas of dense fog with visibility between an eighth and a quarter mile were prevalent for a few hours in the morning across much of the valley between 700 am and 930 am. By 1000 am most of the fog had lifted into stratus and later burned off.,Visibility below a quarter mile was reported in Visalia and Porterville.,CSV
201811,26,130,201811,26,1115,131548,786901,CALIFORNIA,6,2018,November,Dense Fog,Z,90,E CENTRAL S.J. VALLEY,HNX,11/26/2018 1:30,PST-8,11/26/2018 11:15,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"As high pressure strengthened over the area on November 25, stronger radiational cooling took place on the morning for November 26 allowing for widespread dense fog to form in the San Joaquin Valley and prompted the first Dense Fog Advisory issuance of the season as travel on State Route 99 was adversely impacted by the fog. Fog reducing visibility from 1/16 to 1/8 of a mile was widespread by sunrise. The fog slowly burned off during the late morning hours and had completely dissipated by noon.","Visibility below a quarter mile was reported in Fresno, Madera, Merced and Atwater. A spotter reported visibility as low as 150 feet near Sanger.",CSV
201811,26,705,201811,26,905,131548,786902,CALIFORNIA,6,2018,November,Dense Fog,Z,91,SW S.J. VALLEY,HNX,11/26/2018 7:05,PST-8,11/26/2018 9:05,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"As high pressure strengthened over the area on November 25, stronger radiational cooling took place on the morning for November 26 allowing for widespread dense fog to form in the San Joaquin Valley and prompted the first Dense Fog Advisory issuance of the season as travel on State Route 99 was adversely impacted by the fog. Fog reducing visibility from 1/16 to 1/8 of a mile was widespread by sunrise. The fog slowly burned off during the late morning hours and had completely dissipated by noon.",Visibility below a quarter mile was reported in Hanford.,CSV
201811,26,120,201811,26,1055,131548,786903,CALIFORNIA,6,2018,November,Dense Fog,Z,92,SE S.J. VALLEY,HNX,11/26/2018 1:20,PST-8,11/26/2018 10:55,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"As high pressure strengthened over the area on November 25, stronger radiational cooling took place on the morning for November 26 allowing for widespread dense fog to form in the San Joaquin Valley and prompted the first Dense Fog Advisory issuance of the season as travel on State Route 99 was adversely impacted by the fog. Fog reducing visibility from 1/16 to 1/8 of a mile was widespread by sunrise. The fog slowly burned off during the late morning hours and had completely dissipated by noon.","Visibility below a quarter mile was reported in Visalia, Porterville and Bakersfield. A spotter reported visibility as low as 200 feet near Visalia.",CSV
201811,29,129,201811,29,1029,131882,788899,CALIFORNIA,6,2018,November,Strong Wind,Z,507,NORTH BAY MOUNTAINS,MTR,11/29/2018 1:29,PST-8,11/29/2018 10:29,0,0,0,0,0.00K,0.00K,RAWS,48,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Atlas Peak RAWS reported wind gusts between 45 and 61 mph.,CSV
201811,28,2215,201811,28,2235,131882,788900,CALIFORNIA,6,2018,November,Strong Wind,Z,509,SAN FRANCISCO PENINSULA COAST,MTR,11/28/2018 22:15,PST-8,11/28/2018 22:35,0,0,0,0,0.00K,0.00K,ASOS,39,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Half Moon Bay Airport reported wind gusts 45 mph.,CSV
201811,29,757,201811,29,802,131882,788901,CALIFORNIA,6,2018,November,Strong Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,11/29/2018 7:57,PST-8,11/29/2018 8:02,0,0,0,0,0.00K,0.00K,Mesonet,40,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",,CSV
201811,21,700,201811,23,700,132748,794282,CALIFORNIA,6,2018,November,Heavy Snow,Z,72,GREATER LAKE TAHOE AREA,REV,11/21/2018 7:00,PST-8,11/23/2018 7:00,0,0,0,0,,,Public,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",Northstar Ski Resort reported 13 inches of snowfall in a 48-hour period from 21 November 0700PST to 23 November 0700PST at an elevation of 8610 feet MSL.,CSV
201811,21,700,201811,23,700,132748,794283,CALIFORNIA,6,2018,November,Heavy Snow,Z,72,GREATER LAKE TAHOE AREA,REV,11/21/2018 7:00,PST-8,11/23/2018 7:00,0,0,0,0,,,Public,,,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",Alpine Meadows Ski Resort reported 19 inches of snowfall in a 48-hour period from 21 November 0700PST to 23 November 0700PST at an elevation of 8000 feet MSL.,CSV
201811,23,1233,201811,23,1234,132748,794284,CALIFORNIA,6,2018,November,High Wind,Z,72,GREATER LAKE TAHOE AREA,REV,11/23/2018 12:33,PST-8,11/23/2018 12:34,0,0,0,0,,,Mesonet,61,MG,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.","Mesonet station TADC1, 2 miles northeast of Donner Peak reported a wind gust of 70 mph at an elevation of 7399 feet MSL.",CSV
201811,23,1215,201811,23,1216,132748,794285,CALIFORNIA,6,2018,November,High Wind,Z,72,GREATER LAKE TAHOE AREA,REV,11/23/2018 12:15,PST-8,11/23/2018 12:16,0,0,0,0,,,Mesonet,93,MG,,,,,,,,,,,,,,,,,,,,"A shortwave trough lifted across California and the Great Basin the 21st into the 23rd. This weather system brought high winds, rain, and snow to the Sierra Nevada and parts of Eastern California.",Squaw Crest mesonet reported a wind gust of 107 mph with sustained wind speeds between 67-74 mph near the observation time. Mesonet elevation 8700 feet MSL.,CSV
